left,right,match,rule
ixk4__k49___bru98_gqx05_fs8___,dri57_zr6___vj22__gqx05_k49___,True,4
v72___k49___vj22__gqx05_z37___,e95___dri57_gqx05_u4____k49___,True,4
za85__olh3__ab50__gqx05_k49___,k49___z37___gqx05_dri57_h3____,True,4
jx84__gqx05_bzv3__k49___qto54_,ao1___ohi59_po16__gqx05_k49___,True,4
w46___gqx05_w46___k49___ds90__,ox74__yf5___f2____gqx05_k49___,True,4
gqx05_wad07_k49___dri57_h3____,gqx05_bzv3__z37___k49___po16__,True,4
qo7___k49___gqx05_n1____m59___,k49___n7____ek6___z37___gqx05_,True,4
ze83__k49___gqx05_h99___f45___,ybj0__gqx05_nx2___k49___dri57_,True,4
gqx05_za85__gqx05_mgb62_k49___,lj75__gqx05_sz2___po16__k49___,True,4
k49___cdo9__ds90__i7____gqx05_,gqx05_ds90__k49___tz3___ux54__,True,4
gqx05_g57___k49___qto54_jsm0__,ov58__gqx05_k49___ds90__mx08__,True,4
sef9__gqx05_g57___k49___y19___,w46___e17___gqx05_yas1__k49___,True,4
u4____h99___k49___h1____gqx05_,ixk4__k49___gqx05_tn6___nx2___,True,4
jf4___sef9__k49___k49___gqx05_,yas1__d97___u85___gqx05_k49___,True,4
k49___jf4___m59___ux54__gqx05_,h99___y19___esl6__k49___gqx05_,True,4
k2____k49___yf5___zal81_gqx05_,k49___ds90__zr6___gqx05_y19___,True,4
ux87__fs8___gqx05_k49___lj75__,gqx05_vj22__hu68__k49___ohi59_,True,4
gqx05_tvr11_o87___f2____k49___,gqx05_jy9___f2____jx84__k49___,True,4
k49___v72___n1____gx81__gqx05_,k49___pcc35_f45___gqx05_mx08__,True,4
gqx05_dri57_k49___s9____d45___,mx08__zzy1__gqx05_k49___ohi59_,True,4
k49___mgb62_tvr11_gqx05_s9____,k49___u85___hn0___gqx05_ed7___,True,4
pcc35_k49___gqx05_d97___gqx05_,yj04__k49___o87___gqx05_po16__,True,4
k49___ek6___gqx05_o87___k49___,md40__k49___ek6___gqx05_tn6___,True,4
o4____hl3___lfc12_gqx05_k49___,gqx05_mgb62_yas1__dri57_k49___,True,4
o87___k49___hu68__p1____gqx05_,k49___zzy1__bx29__h1____gqx05_,True,4
gqx05_ixk4__zal81_sz2___k49___,lj75__fs8___gqx05_k49___bru98_,True,4
sef9__h99___gqx05_yj04__k49___,gqx05_k49___n1____ixk4__k49___,True,4
h1____k49___g57___ybj0__gqx05_,gqx05_ux87__k49___e95___gqx05_,True,4
d97___w2____gqx05_nx2___k49___,k49___gqx05_po16__gx81__fs8___,True,4
a53___k49___ohi59_qo7___gqx05_,o4____gqx05_k49___e95___nx2___,True,4
bzv3__gqx05_ov58__k49___sef9__,zzy1__gqx05_k49___d45___n52___,True,4
sz2___gqx05_tn6___k49___dri57_,gqx05_gqx05_f2____e17___k49___,True,4
zzy1__k49___gqx05_jf4___u85___,jf4___gqx05_po16__lj75__k49___,True,4
gqx05_nx2___rut52_o4____k49___,gqx05_k49___ohi59_bx29__sz2___,True,4
k49___xrd55_gqx05_wad07_ohi59_,u85___gx81__n7____gqx05_k49___,True,4
k49___gx81__l07___gqx05_ohi59_,gqx05_k49___k49___ek6___e95___,True,4
h23___tyq0__k49___lp3___gqx05_,gqx05_j33___u4____k49___a53___,True,4
k49___f37___gqx05_w46___mgb62_,xto84_sef9__k49___gqx05_f37___,True,4
k49___gqx05_p1____wad07_fs8___,tz3___gqx05_k49___ov58__d45___,True,4
gqx05_k49___w2____byb9__ohi59_,k49___v72___gqx05_yf5___f37___,True,4
o4____gqx05_bru98_k49___jf4___,za85__n7____g57___k49___gqx05_,True,4
gqx05_k49___jf4___y19___fm2___,gqx05_nx2___tn6___k49___hn0___,True,4
k49___gqx05_gx81__jx84__k49___,gqx05_l0____s9____ixk4__k49___,True,4
sz2___k49___bx29__gqx05_nx2___,zal81_gx81__jx84__k49___gqx05_,True,4
tyq0__k49___f45___gqx05_hn0___,k49___h99___zal81_tz3___gqx05_,True,4
gqx05_e95___k2____k49___ze83__,k49___d97___gqx05_md40__gx81__,True,4
h99___gqx05_k49___ixk4__bru98_,i7____tz3___gqx05_mgb62_k49___,True,4
gqx05_k49___qo7___d97___u4____,yf5___gqx05_p1____f45___k49___,True,4
k49___o87___pcc35_jsm0__gqx05_,w2____k49___gqx05_ab50__w2____,True,4
k49___lfc12_ze83__sef9__gqx05_,f45___n7____gqx05_zal81_k49___,True,4
g57___wad07_gqx05_k49___u4____,gqx05_gqx05_sz2___ao1___k49___,True,4
gqx05_tyq0__k49___ixk4__a53___,gqx05_lfc12_k49___xa55__dri57_,True,4
k49___f2____gqx05_vj22__dri57_,sef9__ybj0__l0____k49___gqx05_,True,4
fm2___k49___lj75__yj04__gqx05_,yas1__gqx05_lfc12_f2____k49___,True,4
h99___k49___ed7___l0____gqx05_,zal81_k49___d97___e17___gqx05_,True,4
tvr11_gqx05_e17___v72___k49___,olh3__k49___gqx05_bx29__w46___,True,4
k49___zr6___gqx05_tyq0__ao1___,gqx05_nx2___y19___k49___dri57_,True,4
zal81_k49___qto54_gqx05_ze83__,gqx05_jf4___ybj0__jsm0__k49___,True,4
s9____k49___gqx05_bzv3__rut52_,gqx05_d97___k49___j33___u4____,True,4
gqx05_k49___ze83__ixk4__tyq0__,gqx05_gx81__sef9__k2____k49___,True,4
u85___gqx05_dri57_k49___jy9___,dri57_gqx05_k49___u85___ybj0__,True,4
gqx05_k49___n1____yj04__tvr11_,k49___ux54__gqx05_ixk4__lj75__,True,4
gqx05_i7____k49___esl6__mgb62_,mx08__ybj0__gqx05_olh3__k49___,True,4
gqx05_j33___gqx05_k49___n52___,vj22__gqx05_ab50__k49___tvr11_,True,4
fs8___gqx05_e17___k49___h3____,k49___mgb62_fm2___gqx05_e95___,True,4
yj04__qo7___sz2___gqx05_k49___,k49___o87___dri57_gqx05_l0____,True,4
xrd55_a89___gqx05_f45___k49___,k49___yas1__n1____lfc12_gqx05_,True,4
gqx05_cdo9__k49___ux87__pcc35_,sz2___i28___gqx05_k49___tyq0__,True,4
tyq0__tvr11_xrd55_k49___gqx05_,gqx05_k49___o4____tvr11_zal81_,True,4
k49___gqx05_hu68__u85___i28___,gqx05_u85___po16__k49___bzv3__,True,4
fm2___gqx05_hn0___k49___h1____,fs8___gqx05_h23___u85___k49___,True,4
k49___h23___sz2___gqx05_f45___,gqx05_j33___f45___k49___yj04__,True,4
gqx05_dri57_tn6___gx81__k49___,gqx05_qto54_jf4___k49___tvr11_,True,4
gl5___ds90__mgb62_gqx05_k49___,gl5___f2____k49___gqx05_f45___,True,4
gqx05_k49___byb9__w2____d45___,gqx05_k49___tn6___n1____mg0___,True,4
ov58__pcc35_gqx05_f45___k49___,mg0___k49___hl3___a53___gqx05_,True,4
gqx05_wad07_w46___k49___yj04__,k49___w46___n7____j33___gqx05_,True,4
gqx05_k49___ux54__k2____a89___,k49___k2____gqx05_fm2___s9____,True,4
gqx05_k49___k2____gl5___ek6___,d97___k49___lj75__o4____gqx05_,True,4
nx2___k49___gqx05_ao1___d45___,gqx05_zal81_k49___k2____mx08__,True,4
i7____k49___g57___gqx05_xa55__,a89___k49___qo7___gqx05_u85___,True,4
k49___gqx05_jf4___ixk4__xa55__,k49___u4____p1____hn0___gqx05_,True,4
ao1___k49___xa55__o87___gqx05_,gqx05_f2____k49___ed7___olh3__,True,4
w46___mgb62_k49___zzy1__gqx05_,gqx05_bx29__k49___vj22__w46___,True,4
n52___d97___gqx05_k49___fm2___,gqx05_dri57_u4____k49___hu68__,True,4
sef9__gqx05_f45___k49___h1____,ux54__k49___gqx05_ux54__esl6__,True,4
n52___k49___za85__gqx05_l0____,k49___l07___mg0___gqx05_i28___,True,4
k49___gqx05_olh3__h1____qo7___,n7____cdo9__k49___gqx05_g57___,True,4
k49___u4____ed7___gqx05_ixk4__,k49___sef9__gqx05_za85__i7____,True,4
yj04__gqx05_k49___ek6___k49___,gqx05_bx29__tn6___k49___qto54_,True,4
i7____gqx05_k49___wad07_nx2___,gqx05_n7____k49___nx2___ox74__,True,4
jsm0__gqx05_k49___jf4___k49___,hl3___k49___gqx05_g57___lfc12_,True,4
gqx05_n1____k49___yj04__e95___,rut52_gqx05_k49___yj04__sz2___,True,4
cdo9__k49___pcc35_lp3___gqx05_,gqx05_k49___yj04__p1____k49___,True,4
gqx05_ek6___fm2___bru98_k49___,i7____a89___ov58__gqx05_k49___,True,4
k49___gqx05_l0____h1____xto84_,gqx05_g57___lp3___tvr11_k49___,True,4
k49___xa55__f37___ov58__gqx05_,h23___n7____ed7___gqx05_k49___,True,4
ek6___gqx05_dri57_ixk4__k49___,olh3__zr6___gqx05_k49___qo7___,True,4
o4____ox74__k49___ab50__gqx05_,k49___jx84__j33___gqx05_dri57_,True,4
zal81_gqx05_k49___bx29__v72___,n7____k49___a53___ixk4__gqx05_,True,4
esl6__k49___za85__gqx05_ixk4__,k49___md40__gqx05_k49___gqx05_,True,4
w2____n7____w2____gqx05_k49___,k49___zal81_p1____gqx05_byb9__,True,4
k49___bru98_zr6___gqx05_yj04__,n52___gqx05_k49___w46___u4____,True,4
f45___gqx05_u4____a89___k49___,k49___zal81_gqx05_xa55__a53___,True,4
n1____k49___gqx05_tyq0__ds90__,qo7___k49___fm2___y19___gqx05_,True,4
ohi59_lfc12_gqx05_k49___md40__,u4____k49___l07___yas1__gqx05_,True,4
l0____k49___gqx05_nx2___hl3___,k49___o4____u85___gqx05_fm2___,True,4
h3____k49___ab50__gqx05_fs8___,xa55__d97___gqx05_k49___jf4___,True,4
gqx05_d45___ed7___k49___rr02__,gx81__k49___i7____j33___gqx05_,True,4
esl6__vj22__k49___gqx05_lp3___,n52___gqx05_ze83__y19___k49___,True,4
z37___k49___gqx05_h23___d97___,jx84__gqx05_k49___tn6___xto84_,True,4
gqx05_k49___ov58__k49___d45___,gqx05_tvr11_yf5___k49___i28___,True,4
gqx05_w46___k49___n1____f37___,hl3___k49___hl3___k2____gqx05_,True,4
dri57_hl3___gqx05_k49___p1____,gqx05_d45___olh3__fs8___k49___,True,4
k2____byb9__gqx05_k49___bzv3__,k49___h3____wad07_h3____gqx05_,True,4
za85__d97___k49___gqx05_fm2___,zr6___jf4___k49___gqx05_i7____,True,4
k2____gx81__gqx05_k49___rr02__,gqx05_m59___h3____k49___nx2___,True,4
a53___ao1___k49___hn0___gqx05_,rr02__gqx05_rr02__l0____k49___,True,4
n1____ab50__l0____gqx05_k49___,gqx05_mg0___k49___sef9__k49___,True,4
mx08__byb9__jy9___gqx05_k49___,e17___n7____k49___gqx05_tvr11_,True,4
k49___gqx05_d97___lj75__jx84__,o87___gqx05_z37___e17___k49___,True,4
gx81__qo7___gqx05_ao1___k49___,o4____ixk4__gqx05_k49___bzv3__,True,4
a53___gqx05_cdo9__k49___w46___,gqx05_l0____ox74__l07___k49___,True,4
k49___dri57_rr02__gqx05_j33___,gqx05_h23___h23___k49___tz3___,True,4
gqx05_po16__byb9__k49___a89___,sz2___k49___gqx05_fs8___jf4___,True,4
j33___zr6___k49___ab50__gqx05_,ek6___fs8___gqx05_md40__k49___,True,4
yas1__ohi59_jf4___gqx05_k49___,k2____mx08__gqx05_jx84__k49___,True,4
gqx05_hn0___ab50__jy9___k49___,tz3___i7____k49___ds90__gqx05_,True,4
g57___gqx05_k49___ed7___lfc12_,tyq0__tvr11_gqx05_k49___k2____,True,4
a53___gqx05_k2____k49___v72___,mx08__a53___gqx05_n7____k49___,True,4
zal81_k49___w2____gqx05_qto54_,md40__k49___gqx05_bru98_o87___,True,4
gqx05_k49___ed7___ixk4__z37___,gqx05_f45___hu68__k49___mx08__,True,4
gqx05_gl5___k49___nx2___o4____,hl3___ao1___gqx05_k49___xrd55_,True,4
gqx05_jy9___rr02__k49___sef9__,yj04__nx2___gqx05_bzv3__k49___,True,4
gqx05_hl3___zzy1__k49___n52___,gqx05_k49___f37___sz2___w46___,True,4
vj22__esl6__lfc12_k49___gqx05_,mg0___sef9__k49___w2____gqx05_,True,4
s9____sef9__k49___h99___gqx05_,g57___ixk4__gqx05_gx81__k49___,True,4
mx08__gqx05_ze83__h23___k49___,hl3___o4____h99___k49___gqx05_,True,4
olh3__f37___k49___gqx05_gqx05_,k49___y19___tz3___ox74__gqx05_,True,4
hn0___esl6__gqx05_k49___u85___,gqx05_tvr11_p1____k49___ds90__,True,4
f45___po16__gqx05_k49___ixk4__,k49___p1____olh3__gqx05_e95___,True,4
jx84__gqx05_p1____yas1__k49___,tz3___gqx05_z37___k49___lp3___,True,4
md40__gqx05_z37___k49___gqx05_,gl5___k49___a53___f45___gqx05_,True,4
u85___gqx05_cdo9__u85___k49___,ox74__sef9__gqx05_ixk4__k49___,True,4
ek6___gqx05_nx2___k49___esl6__,k49___jf4___ixk4__gqx05_l07___,True,4
xrd55_lfc12_gqx05_k49___f2____,k49___tz3___gqx05_j33___ds90__,True,4
tvr11_pcc35_h23___gqx05_k49___,s9____k49___mgb62_gqx05_gqx05_,True,4
k49___lp3___k49___gqx05_gqx05_,cdo9__k49___gqx05_wad07_md40__,True,4
k49___yas1__tyq0__gqx05_f45___,o87___k49___gqx05_n52___yj04__,True,4
qo7___gqx05_ux54__g57___k49___,w2____md40__esl6__k49___gqx05_,True,4
gqx05_h99___i28___k49___vj22__,k49___f45___fs8___ab50__gqx05_,True,4
a53___sz2___gqx05_k49___tvr11_,k49___gqx05_xa55__h1____md40__,True,4
gqx05_gl5___lfc12_k49___ze83__,gqx05_po16__ux54__k49___sz2___,True,4
fm2___gqx05_tz3___k49___f37___,gqx05_lfc12_a89___ux87__k49___,True,4
hn0___ov58__ab50__k49___gqx05_,ox74__jy9___gqx05_tz3___k49___,True,4
k49___fm2___esl6__gqx05_a89___,k49___gqx05_jsm0__ux54__gqx05_,True,4
k49___gqx05_lj75__ux87__k49___,jf4___h1____ov58__k49___gqx05_,True,4
ux54__gqx05_k49___ov58__jy9___,k49___ek6___gqx05_w2____gqx05_,True,4
gqx05_l07___d45___k49___p1____,gqx05_pcc35_n52___k49___ab50__,True,4
ze83__xto84_k49___gqx05_g57___,w2____gqx05_ybj0__yf5___k49___,True,4
tn6___k49___j33___gqx05_ao1___,v72___gqx05_s9____n52___k49___,True,4
a53___yj04__k49___gqx05_gqx05_,gqx05_k49___sz2___o4____ek6___,True,4
tvr11_byb9__gqx05_k49___h23___,tz3___gqx05_hl3___xto84_k49___,True,4
gqx05_g57___k49___h3____byb9__,bx29__ab50__esl6__gqx05_k49___,True,4
k49___hl3___gqx05_cdo9__mgb62_,mx08__zzy1__h1____k49___gqx05_,True,4
md40__qo7___ox74__k49___gqx05_,n7____gqx05_rut52_bx29__k49___,True,4
p1____xrd55_k49___zzy1__gqx05_,k49___k49___qto54_gqx05_ed7___,True,4
g57___gqx05_k49___ox74__s9____,k49___gqx05_fs8___gqx05_nx2___,True,4
gqx05_k49___jy9___xrd55_vj22__,gqx05_f45___zzy1__ek6___k49___,True,4
ds90__tn6___gqx05_ux54__k49___,k2____o87___gqx05_ixk4__k49___,True,4
tyq0__rut52_gqx05_d45___k49___,a53___gqx05_v72___s9____k49___,True,4
fs8___e95___esl6__gqx05_k49___,byb9__d97___k49___a53___gqx05_,True,4
za85__k49___xto84_gqx05_yj04__,lp3___p1____gqx05_jy9___k49___,True,4
ybj0__gqx05_d97___k49___xto84_,jf4___ixk4__sz2___gqx05_k49___,True,4
k49___m59___gqx05_ixk4__qto54_,k49___k2____gqx05_jx84__olh3__,True,4
i7____h99___tyq0__gqx05_k49___,wad07_pcc35_gqx05_e17___k49___,True,4
gqx05_po16__ze83__k49___u85___,gqx05_qto54_e17___jf4___k49___,True,4
k49___z37___gqx05_olh3__lfc12_,n7____rr02__h23___gqx05_k49___,True,4
f2____yas1__k49___gqx05_ao1___,gqx05_ox74__k49___sz2___gl5___,True,4
dri57_k49___n1____gqx05_g57___,i28___h1____o87___k49___gqx05_,True,4
k49___zal81_a53___rr02__gqx05_,ybj0__gqx05_ux87__z37___k49___,True,4
rr02__jsm0__rr02__k49___gqx05_,l0____k49___gqx05_gqx05_n52___,True,4
h1____gqx05_k49___i28___gqx05_,mx08__gqx05_h23___gl5___k49___,True,4
k49___olh3__gqx05_mgb62_e95___,u85___pcc35_f2____gqx05_k49___,True,4
w2____gqx05_k49___hl3___ek6___,gqx05_mg0___xto84_k49___md40__,True,4
gqx05_ov58__cdo9__k49___e17___,a89___k2____f45___k49___gqx05_,True,4
d45___gqx05_k49___ze83__jf4___,ux87__k49___mgb62_gqx05_zzy1__,True,4
k49___gqx05_gx81__tz3___gx81__,d45___j33___gqx05_bzv3__k49___,True,4
k49___gqx05_zzy1__mgb62_pcc35_,gqx05_hl3___h1____rut52_k49___,True,4
ab50__gqx05_k49___y19___pcc35_,gqx05_d45___d45___k49___lp3___,True,4
yj04__xa55__gqx05_k49___l07___,k49___g57___w46___gqx05_o87___,True,4
a89___gqx05_n1____k49___j33___,gqx05_w46___u4____k49___vj22__,True,4
sz2___gqx05_k49___k49___n7____,tn6___mx08__m59___gqx05_k49___,True,4
k49___gqx05_k49___ixk4__f45___,k49___i7____gqx05_hl3___zzy1__,True,4
gqx05_y19___k49___e95___i7____,hl3___y19___k49___n1____gqx05_,True,4
yf5___gqx05_k49___y19___p1____,gqx05_za85__ybj0__mx08__k49___,True,4
jx84__mgb62_gqx05_k49___d97___,d45___ixk4__gqx05_sef9__k49___,True,4
n52___k49___gqx05_s9____n52___,gqx05_jx84__mgb62_k49___pcc35_,True,4
h3____k49___zal81_bru98_gqx05_,j33___gqx05_xrd55_k49___ixk4__,True,4
gqx05_a53___ov58__ixk4__k49___,k49___hn0___gqx05_po16__tn6___,True,4
esl6__xa55__jsm0__k49___gqx05_,w46___sef9__ao1___k49___gqx05_,True,4
rr02__jy9___f2____k49___gqx05_,i7____bru98_zzy1__k49___gqx05_,True,4
gqx05_a53___l0____k49___mgb62_,ds90__yj04__k49___gqx05_a53___,True,4
k49___d97___gx81__f37___gqx05_,ek6___gqx05_yf5___ybj0__k49___,True,4
gqx05_lj75__u4____bru98_k49___,k49___tn6___j33___gqx05_e95___,True,4
ixk4__dri57_yf5___gqx05_k49___,k49___g57___tz3___ux54__gqx05_,True,4
gqx05_p1____k49___h1____ybj0__,lp3___vj22__gqx05_k49___sz2___,True,4
zal81_a53___gqx05_k49___mg0___,k49___xrd55_ybj0__ao1___gqx05_,True,4
k49___gqx05_d97___k49___xrd55_,rr02__gqx05_n7____gqx05_k49___,True,4
m59___wad07_k49___mx08__gqx05_,yas1__hl3___k49___gqx05_o4____,True,4
yf5___gqx05_tvr11_h3____k49___,n7____yf5___d97___k49___gqx05_,True,4
gqx05_lfc12_w2____k49___o4____,byb9__k49___h1____e95___gqx05_,True,4
a89___k49___yj04__z37___gqx05_,k49___ab50__n1____ed7___gqx05_,True,4
ds90__y19___gqx05_k49___xto84_,jf4___gqx05_k49___hl3___lj75__,True,4
h23___yas1__gqx05_k49___l0____,ov58__gqx05_k49___l0____d45___,True,4
ohi59_k49___gqx05_gx81__ze83__,k49___mg0___gqx05_gqx05_sef9__,True,4
k49___f45___gqx05_l07___zal81_,k49___nx2___rr02__tyq0__gqx05_,True,4
k49___sz2___k49___rr02__gqx05_,rr02__gqx05_k49___xrd55_h99___,True,4
hl3___xa55__k49___gqx05_a53___,ov58__k49___gqx05_gl5___ao1___,True,4
mg0___v72___h1____gqx05_k49___,hl3___a53___f37___gqx05_k49___,True,4
k49___wad07_gqx05_zal81_k49___,k49___h1____gqx05_dri57_bzv3__,True,4
rr02__h23___ybj0__gqx05_k49___,k49___mgb62_f45___gqx05_o87___,True,4
yf5___gqx05_k49___ohi59_hu68__,w46___p1____gqx05_k49___za85__,True,4
gqx05_xa55__k49___bzv3__xto84_,i7____u4____gqx05_byb9__k49___,True,4
gqx05_k49___yf5___d97___u4____,gqx05_hl3___ed7___k49___olh3__,True,4
gqx05_gx81__ao1___i28___k49___,gqx05_a53___k49___a89___zzy1__,True,4
ov58__gqx05_fm2___h99___k49___,h3____tn6___k49___jx84__gqx05_,True,4
k49___zal81_md40__tz3___gqx05_,tvr11_i7____k49___gqx05_ed7___,True,4
f2____k49___h3____olh3__gqx05_,k49___gx81__h99___k2____gqx05_,True,4
l07___gqx05_jsm0__f45___k49___,k49___f2____w2____gqx05_mgb62_,True,4
gqx05_k49___qto54_k49___h3____,lfc12_d45___sef9__gqx05_k49___,True,4
ux87__hu68__k49___gqx05_lj75__,lfc12_k49___qo7___e17___gqx05_,True,4
gqx05_ds90__jf4___k49___gqx05_,k49___ybj0__zzy1__lj75__gqx05_,True,4
lj75__k49___u85___gqx05_md40__,g57___rut52_sef9__gqx05_k49___,True,4
k49___fm2___gqx05_ohi59_zr6___,gqx05_vj22__k49___k2____i28___,True,4
gqx05_sef9__n7____k49___n52___,za85__n52___xa55__k49___gqx05_,True,4
yf5___gqx05_k49___ao1___h99___,v72___k49___g57___md40__gqx05_,True,4
e17___k49___jy9___n1____gqx05_,gqx05_n7____gqx05_k49___m59___,True,4
f2____k49___gqx05_xrd55_n7____,nx2___tz3___k49___fs8___gqx05_,True,4
k49___za85__gqx05_pcc35_d45___,y19___gqx05_k49___hl3___a89___,True,4
k49___i7____gqx05_olh3__f2____,gqx05_k49___ao1___tyq0__ux54__,True,4
k49___f37___ox74__gqx05_k49___,k49___wad07_gqx05_i28___z37___,True,4
gqx05_sef9__wad07_k49___cdo9__,ze83__gqx05_d97___k49___z37___,True,4
gqx05_w2____tyq0__k49___o87___,gqx05_m59___k2____md40__k49___,True,4
h99___v72___gqx05_k49___n1____,k49___tvr11_bx29__gqx05_wad07_,True,4
ek6___ov58__gqx05_d97___k49___,m59___gqx05_ao1___ek6___k49___,True,4
ed7___gqx05_f2____ao1___k49___,k49___k2____pcc35_u85___gqx05_,True,4
k49___i28___sz2___lfc12_gqx05_,m59___jy9___f37___gqx05_k49___,True,4
k49___gqx05_v72___l07___z37___,gqx05_d45___zal81_k49___lfc12_,True,4
hu68__j33___w2____gqx05_k49___,gqx05_o87___ov58__k49___mg0___,True,4
gqx05_k49___mg0___xrd55_l07___,gl5___yj04__k49___f2____gqx05_,True,4
tn6___k49___ek6___gqx05_zal81_,gx81__k49___gqx05_p1____k49___,True,4
o4____gqx05_ao1___k49___jx84__,hu68__w2____k49___gqx05_ov58__,True,4
k49___gqx05_j33___n1____xto84_,k49___h1____ov58__gqx05_w46___,True,4
d97___k49___bru98_vj22__gqx05_,xrd55_k49___sz2___yj04__gqx05_,True,4
k49___ab50__lp3___byb9__gqx05_,n52___qo7___gqx05_n1____k49___,True,4
w46___k49___nx2___h99___gqx05_,k49___gqx05_jy9___u85___gl5___,True,4
gqx05_fs8___k49___ab50__rr02__,fm2___za85__k49___gqx05_ze83__,True,4
pcc35_xto84_gqx05_hn0___k49___,gqx05_k49___ek6___jx84__a89___,True,4
bru98_n52___rut52_gqx05_k49___,hn0___k49___d97___i28___gqx05_,True,4
hn0___gqx05_k2____h23___k49___,ohi59_k49___xto84_gqx05_gqx05_,True,4
z37___gqx05_lp3___gqx05_k49___,k49___gqx05_d97___gqx05_jsm0__,True,4
k49___l0____tvr11_n52___gqx05_,ed7___w2____ed7___gqx05_k49___,True,4
md40__p1____a53___gqx05_k49___,xa55__jsm0__k49___gqx05_gqx05_,True,4
k49___esl6__l0____ab50__gqx05_,md40__gqx05_esl6__k49___k49___,True,4
h23___d45___k49___gqx05_ohi59_,p1____olh3__ox74__k49___gqx05_,True,4
k49___gqx05_xa55__ux54__k49___,k49___i28___yas1__gqx05_lp3___,True,4
md40__tz3___k49___gqx05_s9____,k2____k49___yf5___w46___gqx05_,True,4
md40__h99___ybj0__gqx05_k49___,k49___zzy1__qo7___ek6___gqx05_,True,4
gqx05_n52___k49___wad07_e17___,zal81_k49___xto84_gqx05_ybj0__,True,4
rr02__md40__ov58__k49___gqx05_,k49___gqx05_ze83__nx2___d45___,True,4
k49___tyq0__lj75__gqx05_tyq0__,gqx05_ao1___vj22__k49___e95___,True,4
k49___gqx05_w2____gqx05_a89___,gqx05_k49___gqx05_sz2___a53___,True,4
k49___y19___e95___gqx05_sef9__,k49___ed7___gqx05_l07___ab50__,True,4
k49___vj22__i7____gqx05_tz3___,gqx05_e17___rut52_k49___jy9___,True,4
s9____gqx05_ds90__k49___tvr11_,bx29__k49___gqx05_h1____jsm0__,True,4
k49___gx81__gqx05_wad07_za85__,gqx05_k49___xrd55_gqx05_yf5___,True,4
k49___gqx05_ao1___e95___yf5___,gqx05_ixk4__m59___k49___gqx05_,True,4
gqx05_k49___i28___g57___ox74__,k49___ux54__jx84__yas1__gqx05_,True,4
hl3___gqx05_k49___qo7___bx29__,ox74__gqx05_k49___h1____h99___,True,4
s9____sz2___gqx05_k49___jsm0__,k49___n52___n7____gqx05_rr02__,True,4
k49___ab50__n52___jx84__gqx05_,ds90__gqx05_byb9__k49___o87___,True,4
md40__k49___jx84__gqx05_ao1___,v72___k49___h23___zzy1__gqx05_,True,4
m59___za85__gqx05_k49___jy9___,za85__k49___gqx05_d45___gqx05_,True,4
mg0___gqx05_k49___f37___lfc12_,gqx05_jx84__k49___w2____pcc35_,True,4
k49___gqx05_s9____vj22__fs8___,gqx05_yj04__k49___j33___gqx05_,True,4
ek6___gqx05_i7____k49___nx2___,g57___gqx05_d97___hn0___k49___,True,4
k49___gqx05_tz3___tz3___a53___,xa55__k49___ux54__n7____gqx05_,True,4
k49___o4____fm2___ixk4__gqx05_,xto84_k49___ux54__gqx05_po16__,True,4
w46___rr02__k49___gqx05_qo7___,k49___tz3___ek6___f37___gqx05_,True,4
k49___bzv3__gqx05_e95___dri57_,gqx05_lj75__ux87__k49___f2____,True,4
za85__k49___k49___gqx05_fm2___,m59___hl3___rut52_k49___gqx05_,True,4
ox74__k49___zzy1__gqx05_h99___,k49___d97___gqx05_zzy1__zal81_,True,4
d97___tz3___gqx05_k49___dri57_,f2____f45___y19___gqx05_k49___,True,4
y19___gqx05_gqx05_k49___f37___,gqx05_ixk4__bru98_jx84__k49___,True,4
lj75__xrd55_k49___gqx05_o4____,jx84__yj04__f37___k49___gqx05_,True,4
lfc12_k49___gqx05_ox74__tn6___,k49___ab50__h23___z37___gqx05_,True,4
gqx05_jy9___lj75__k49___a89___,k49___gqx05_xrd55_xto84_sef9__,True,4
zzy1__gqx05_k49___jx84__xto84_,gqx05_k49___k2____byb9__hn0___,True,4
gqx05_sef9__yj04__ab50__k49___,tz3___esl6__gqx05_k49___f45___,True,4
qto54_ek6___k49___gqx05_ze83__,ixk4__yas1__gqx05_k49___w2____,True,4
k49___hu68__rr02__bx29__gqx05_,gqx05_k49___gqx05_bzv3__k2____,True,4
a53___gqx05_k49___l0____tn6___,l07___bx29__k49___gqx05_sz2___,True,4
k49___mg0___gqx05_jsm0__w2____,h1____gqx05_u85___olh3__k49___,True,4
l07___i28___gqx05_k49___k49___,gqx05_o87___hn0___jf4___k49___,True,4
k49___gqx05_g57___g57___y19___,v72___k49___n52___sef9__gqx05_,True,4
olh3__h23___k49___tz3___gqx05_,dri57_p1____gqx05_k49___ohi59_,True,4
yas1__gqx05_k49___rr02__w46___,n1____k49___gqx05_hl3___ab50__,True,4
k49___k49___esl6__gqx05_wad07_,i7____a89___gqx05_d45___k49___,True,4
rut52_i28___k49___gqx05_rut52_,a89___zzy1__rut52_gqx05_k49___,True,4
za85__k49___gqx05_qto54_p1____,k49___p1____gqx05_m59___a89___,True,4
tyq0__bx29__fs8___gqx05_k49___,bru98_w46___gqx05_k49___yj04__,True,4
k49___h1____gqx05_jx84__gx81__,k49___ed7___zr6___gqx05_md40__,True,4
qto54_k49___rr02__gqx05_k2____,gqx05_k49___h3____ohi59_f45___,True,4
